Probe	Chromosome	Start	End	Probe Strand	Feature	ID	Description	Feature Strand	Type	Feature Orientation	Distance	07	08	09	10	11	12
12764123..12764198	NC_007112.7	12764123	12764198		pcdh10a	pcdh10a	No description	+	allgene	overlapping	0	5.882352828979492	0.0	1.5350878238677979	0.0	0.0	0.0
38309809..38310173	NC_007112.7	38309809	38310173		null					Not found	0	0.0	33.33333206176758	4.135802745819092	53.38827896118164	88.03921508789062	42.68571472167969
40519051..40519235	NC_007112.7	40519051	40519235		maml3	maml3	No description	-	allgene	overlapping	0	3.2608695030212402	0.8888888955116272	0.9259259700775146	0.0	0.0	0.7142857313156128
46195035..46195116	NC_007112.7	46195035	46195116		sox1b	sox1b	No description	+	allgene	overlapping	0	1.1494253873825073	0.0	0.0	3.5714285373687744	0.0	2.3809523582458496
51606376..51606506	NC_007112.7	51606376	51606506		cnrip1a	cnrip1a	No description	-	allgene	overlapping	0	0.0	1.3333334922790527	0.5208333134651184	0.0	0.0	0.0
53374409..53374526	NC_007112.7	53374409	53374526		ucp1	ucp1	No description	+	allgene	overlapping	0	31.25	0.0	92.59259033203125	97.5	62.5	35.29411697387695
55838487..55838737	NC_007112.7	55838487	55838737		samd1b	samd1b	No description	-	allgene	overlapping	0	0.8620689511299133	0.0	1.1837503910064697	0.9356725811958313	0.5747126936912537	0.0
59236634..59236766	NC_007112.7	59236634	59236766		akap8l	akap8l	No description	-	allgene	overlapping	0	0.0	1.25	1.0416667461395264	0.0	0.0	0.0
30534..30954	NC_007113.7	30534	30954		znfl2b	znfl2b	No description	+	allgene	overlapping	0	5.796485424041748	82.14286041259766	40.738094329833984	40.141845703125	46.074073791503906	92.44186401367188
101153..101449	NC_007113.7	101153	101449		angptl1b	angptl1b	No description	-	allgene	overlapping	0	1.5664161443710327	92.85713958740234	1.2865498065948486	7.30994176864624	3.4848484992980957	68.03571319580078
35101821..35101922	NC_007113.7	35101821	35101922		pappa2	pappa2	No description	-	allgene	overlapping	0	0.0	0.0	1.0	0.0	0.0	8.333333015441895
43605666..43605753	NC_007113.7	43605666	43605753		epc1b	epc1b	No description	-	allgene	overlapping	0	0.0	0.7692307829856873	0.0	0.0	0.0	0.0
43605817..43605874	NC_007113.7	43605817	43605874		epc1b	epc1b	No description	-	allgene	overlapping	0	0.0	1.7857142686843872	0.0	0.0	0.0	0.0
44181941..44182110	NC_007113.7	44181941	44182110		cadm3	cadm3	No description	-	allgene	overlapping	0	2.500000238418579	0.0	0.8547009229660034	6.75	0.0	2.1929824352264404
